nivel,metodo,heuristica,deadlocks,corrida,orden_sucesores,exito,motivo_fin,costo,empujes,nodos_expandidos,nodos_generados,frontera_maxima,frontera_final,estados_visitados,memoria_maxima,tiempo_s
n2_akk04,A*,hna,completo,3,—,True,meta,45,18,1341,3384,248,247,1501,1749,0.008
n2_akk04,A*,hna,completo,4,—,True,meta,45,18,1341,3384,248,247,1501,1749,0.008
n2_akk04,A*,hna,completo,5,—,True,meta,45,18,1341,3384,248,247,1501,1749,0.008
n2_akk04,A*,hna4,completo,1,—,True,meta,47,18,844,2059,106,105,728,834,0.005
n2_akk04,A*,hna4,completo,2,—,True,meta,47,18,844,2059,106,105,728,834,0.005
n2_akk04,A*,hna4,completo,3,—,True,meta,47,18,844,2059,106,105,728,834,0.005
n2_akk04,A*,hna4,completo,4,—,True,meta,47,18,844,2059,106,105,728,834,0.005
n2_akk04,A*,hna4,completo,5,—,True,meta,47,18,844,2059,106,105,728,834,0.005
n3_caminata,A*,h0,completo,1,—,True,meta,104,22,1816,4353,79,9,1826,1836,0.008
n3_caminata,A*,h0,completo,2,—,True,meta,104,22,1816,4353,79,9,1826,1836,0.007
n3_caminata,A*,h0,completo,3,—,True,meta,104,22,1816,4353,79,9,1826,1836,0.008
n3_caminata,A*,h0,completo,4,—,True,meta,104,22,1816,4353,79,9,1826,1836,0.007
n3_caminata,A*,h0,completo,5,—,True,meta,104,22,1816,4353,79,9,1826,1836,0.008
n3_caminata,A*,h1,completo,1,—,True,meta,104,22,1805,4328,79,13,1819,1833,0.006
n3_caminata,A*,h1,completo,2,—,True,meta,104,22,1805,4328,79,13,1819,1833,0.006
n3_caminata,A*,h1,completo,3,—,True,meta,104,22,1805,4328,79,13,1819,1833,0.006
n3_caminata,A*,h1,completo,4,—,True,meta,104,22,1805,4328,79,13,1819,1833,0.006
n3_caminata,A*,h1,completo,5,—,True,meta,104,22,1805,4328,79,13,1819,1833,0.006
n3_caminata,A*,h2,completo,1,—,True,meta,104,22,1791,4293,84,14,1806,1821,0.008
n3_caminata,A*,h2,completo,2,—,True,meta,104,22,1791,4293,84,14,1806,1821,0.008
n3_caminata,A*,h2,completo,3,—,True,meta,104,22,1791,4293,84,14,1806,1821,0.008
n3_caminata,A*,h2,completo,4,—,True,meta,104,22,1791,4293,84,14,1806,1821,0.008
n3_caminata,A*,h2,completo,5,—,True,meta,104,22,1791,4293,84,14,1806,1821,0.008
n3_caminata,A*,h3,completo,1,—,True,meta,104,22,1785,4283,93,18,1804,1823,0.008
n3_caminata,A*,h3,completo,2,—,True,meta,104,22,1785,4283,93,18,1804,1823,0.008
n3_caminata,A*,h3,completo,3,—,True,meta,104,22,1785,4283,93,18,1804,1823,0.008
n3_caminata,A*,h3,completo,4,—,True,meta,104,22,1785,4283,93,18,1804,1823,0.008
n3_caminata,A*,h3,completo,5,—,True,meta,104,22,1785,4283,93,18,1804,1823,0.008
n3_caminata,A*,h4,completo,1,—,True,meta,104,22,1765,4239,93,26,1792,1819,0.008
n3_caminata,A*,h4,completo,2,—,True,meta,104,22,1765,4239,93,26,1792,1819,0.008
n3_caminata,A*,h4,completo,3,—,True,meta,104,22,1765,4239,93,26,1792,1819,0.008
n3_caminata,A*,h4,completo,4,—,True,meta,104,22,1765,4239,93,26,1792,1819,0.010
n3_caminata,A*,h4,completo,5,—,True,meta,104,22,1765,4239,93,26,1792,1819,0.009
n3_caminata,A*,h5,completo,1,—,True,meta,104,22,1765,4239,93,26,1792,1819,0.008
n3_caminata,A*,h5,completo,2,—,True,meta,104,22,1765,4239,93,26,1792,1819,0.009
n3_caminata,A*,h5,completo,3,—,True,meta,104,22,1765,4239,93,26,1792,1819,0.008
n3_caminata,A*,h5,completo,4,—,True,meta,104,22,1765,4239,93,26,1792,1819,0.008
n3_caminata,A*,h5,completo,5,—,True,meta,104,22,1765,4239,93,26,1792,1819,0.008
n3_caminata,A*,h6,completo,1,—,True,meta,104,22,1702,4088,122,37,1740,1778,0.010
n3_caminata,A*,h6,completo,2,—,True,meta,104,22,1702,4088,122,37,1740,1778,0.010
n3_caminata,A*,h6,completo,3,—,True,meta,104,22,1702,4088,122,37,1740,1778,0.010
n3_caminata,A*,h6,completo,4,—,True,meta,104,22,1702,4088,122,37,1740,1778,0.010
n3_caminata,A*,h6,completo,5,—,True,meta,104,22,1702,4088,122,37,1740,1778,0.010
n3_caminata,A*,hna,completo,1,—,True,meta,104,22,1713,4112,92,21,1735,1757,0.008
n3_caminata,A*,hna,completo,2,—,True,meta,104,22,1713,4112,92,21,1735,1757,0.008
n3_caminata,A*,hna,completo,3,—,True,meta,104,22,1713,4112,92,21,1735,1757,0.008
n3_caminata,A*,hna,completo,4,—,True,meta,104,22,1713,4112,92,21,1735,1757,0.008
n3_caminata,A*,hna,completo,5,—,True,meta,104,22,1713,4112,92,21,1735,1757,0.009
n3_caminata,A*,hna4,completo,1,—,True,meta,104,22,1659,3991,67,21,1674,1696,0.008
n3_caminata,A*,hna4,completo,2,—,True,meta,104,22,1659,3991,67,21,1674,1696,0.008
n3_caminata,A*,hna4,completo,3,—,True,meta,104,22,1659,3991,67,21,1674,1696,0.008
n3_caminata,A*,hna4,completo,4,—,True,meta,104,22,1659,3991,67,21,1674,1696,0.008
n3_caminata,A*,hna4,completo,5,—,True,meta,104,22,1659,3991,67,21,1674,1696,0.008
n4_matching,A*,h0,completo,1,—,True,meta,70,22,60410,155205,2028,947,61358,62306,0.365
n4_matching,A*,h0,completo,2,—,True,meta,70,22,60410,155205,2028,947,61358,62306,0.335
n4_matching,A*,h0,completo,3,—,True,meta,70,22,60410,155205,2028,947,61358,62306,0.347
n4_matching,A*,h0,completo,4,—,True,meta,70,22,60410,155205,2028,947,61358,62306,0.336
n4_matching,A*,h0,completo,5,—,True,meta,70,22,60410,155205,2028,947,61358,62306,0.354
n4_matching,A*,h1,completo,1,—,True,meta,70,22,59332,152498,2028,1079,60412,61492,0.267
n4_matching,A*,h1,completo,2,—,True,meta,70,22,59332,152498,2028,1079,60412,61492,0.278
n4_matching,A*,h1,completo,3,—,True,meta,70,22,59332,152498,2028,1079,60412,61492,0.273
n4_matching,A*,h1,completo,4,—,True,meta,70,22,59332,152498,2028,1079,60412,61492,0.265
n4_matching,A*,h1,completo,5,—,True,meta,70,22,59332,152498,2028,1079,60412,61492,0.258
n4_matching,A*,h2,completo,1,—,True,meta,70,22,56970,146327,2079,1131,58102,59234,0.331
n4_matching,A*,h2,completo,2,—,True,meta,70,22,56970,146327,2079,1131,58102,59234,0.332
n4_matching,A*,h2,completo,3,—,True,meta,70,22,56970,146327,2079,1131,58102,59234,0.330
n4_matching,A*,h2,completo,4,—,True,meta,70,22,56970,146327,2079,1131,58102,59234,0.349
n4_matching,A*,h2,completo,5,—,True,meta,70,22,56970,146327,2079,1131,58102,59234,0.332
n4_matching,A*,h3,completo,1,—,True,meta,70,22,49620,127532,2147,1029,50650,51680,0.307
n4_matching,A*,h3,completo,2,—,True,meta,70,22,49620,127532,2147,1029,50650,51680,0.311
n4_matching,A*,h3,completo,3,—,True,meta,70,22,49620,127532,2147,1029,50650,51680,0.331
n4_matching,A*,h3,completo,4,—,True,meta,70,22,49620,127532,2147,1029,50650,51680,0.307
n4_matching,A*,h3,completo,5,—,True,meta,70,22,49620,127532,2147,1029,50650,51680,0.309
n4_matching,A*,h4,completo,1,—,True,meta,70,22,46760,120189,2221,1067,47827,48895,0.289
n4_matching,A*,h4,completo,2,—,True,meta,70,22,46760,120189,2221,1067,47827,48895,0.309
n4_matching,A*,h4,completo,3,—,True,meta,70,22,46760,120189,2221,1067,47827,48895,0.289
n4_matching,A*,h4,completo,4,—,True,meta,70,22,46760,120189,2221,1067,47827,48895,0.289
n4_matching,A*,h4,completo,5,—,True,meta,70,22,46760,120189,2221,1067,47827,48895,0.284
n4_matching,A*,h5,completo,1,—,True,meta,70,22,45278,116432,2275,1200,46478,47679,0.278
n4_matching,A*,h5,completo,2,—,True,meta,70,22,45278,116432,2275,1200,46478,47679,0.299
n4_matching,A*,h5,completo,3,—,True,meta,70,22,45278,116432,2275,1200,46478,47679,0.281
n4_matching,A*,h5,completo,4,—,True,meta,70,22,45278,116432,2275,1200,46478,47679,0.279
n4_matching,A*,h5,completo,5,—,True,meta,70,22,45278,116432,2275,1200,46478,47679,0.280
n4_matching,A*,h6,completo,1,—,True,meta,70,22,43628,112190,3265,1778,45342,47121,0.356
n4_matching,A*,h6,completo,2,—,True,meta,70,22,43628,112190,3265,1778,45342,47121,0.333
n4_matching,A*,h6,completo,3,—,True,meta,70,22,43628,112190,3265,1778,45342,47121,0.334
n4_matching,A*,h6,completo,4,—,True,meta,70,22,43628,112190,3265,1778,45342,47121,0.335
n4_matching,A*,h6,completo,5,—,True,meta,70,22,43628,112190,3265,1778,45342,47121,0.334
n4_matching,A*,hna,completo,1,—,True,meta,70,22,26760,69237,2356,2153,28558,30712,0.191
n4_matching,A*,hna,completo,2,—,True,meta,70,22,26760,69237,2356,2153,28558,30712,0.175
n4_matching,A*,hna,completo,3,—,True,meta,70,22,26760,69237,2356,2153,28558,30712,0.174
n4_matching,A*,hna,completo,4,—,True,meta,70,22,26760,69237,2356,2153,28558,30712,0.175
n4_matching,A*,hna,completo,5,—,True,meta,70,22,26760,69237,2356,2153,28558,30712,0.171
n4_matching,A*,hna4,completo,1,—,True,meta,82,26,1566,4039,276,275,1396,1672,0.009
n4_matching,A*,hna4,completo,2,—,True,meta,82,26,1566,4039,276,275,1396,1672,0.009
n4_matching,A*,hna4,completo,3,—,True,meta,82,26,1566,4039,276,275,1396,1672,0.009
n4_matching,A*,hna4,completo,4,—,True,meta,82,26,1566,4039,276,275,1396,1672,0.009
n4_matching,A*,hna4,completo,5,—,True,meta,82,26,1566,4039,276,275,1396,1672,0.009
n5_limite,A*,h0,completo,1,—,True,meta,306,99,429817,1064551,4917,99,429917,430017,2.603
n5_limite,A*,h0,completo,2,—,True,meta,306,99,429817,1064551,4917,99,429917,430017,2.628
n5_limite,A*,h0,completo,3,—,True,meta,306,99,429817,1064551,4917,99,429917,430017,2.646
n5_limite,A*,h0,completo,4,—,True,meta,306,99,429817,1064551,4917,99,429917,430017,2.638
n5_limite,A*,h0,completo,5,—,True,meta,306,99,429817,1064551,4917,99,429917,430017,2.587
n5_limite,A*,h1,completo,1,—,True,meta,306,99,429708,1064301,4917,110,429819,429930,2.277
n5_limite,A*,h1,completo,2,—,True,meta,306,99,429708,1064301,4917,110,429819,429930,2.310
n5_limite,A*,h1,completo,3,—,True,meta,306,99,429708,1064301,4917,110,429819,429930,2.270
n5_limite,A*,h1,completo,4,—,True,meta,306,99,429708,1064301,4917,110,429819,429930,2.141
n5_limite,A*,h1,completo,5,—,True,meta,306,99,429708,1064301,4917,110,429819,429930,2.177
n5_limite,A*,h2,completo,1,—,True,meta,306,99,429526,1063890,4974,147,429674,429822,2.691
n5_limite,A*,h2,completo,2,—,True,meta,306,99,429526,1063890,4974,147,429674,429822,2.712
n5_limite,A*,h2,completo,3,—,True,meta,306,99,429526,1063890,4974,147,429674,429822,2.749
n5_limite,A*,h2,completo,4,—,True,meta,306,99,429526,1063890,4974,147,429674,429822,2.818
n5_limite,A*,h2,completo,5,—,True,meta,306,99,429526,1063890,4974,147,429674,429822,2.750
n5_limite,A*,h3,completo,1,—,True,meta,306,99,428558,1061698,5403,244,428803,429048,2.885
n5_limite,A*,h3,completo,2,—,True,meta,306,99,428558,1061698,5403,244,428803,429048,2.897
n5_limite,A*,h3,completo,3,—,True,meta,306,99,428558,1061698,5403,244,428803,429048,2.906
n5_limite,A*,h3,completo,4,—,True,meta,306,99,428558,1061698,5403,244,428803,429048,2.978
n5_limite,A*,h3,completo,5,—,True,meta,306,99,428558,1061698,5403,244,428803,429048,2.962
n5_limite,A*,h4,completo,1,—,True,meta,306,99,427520,1059289,5635,336,427857,428194,2.796
n5_limite,A*,h4,completo,2,—,True,meta,306,99,427520,1059289,5635,336,427857,428194,2.822
n5_limite,A*,h4,completo,3,—,True,meta,306,99,427520,1059289,5635,336,427857,428194,2.829
n5_limite,A*,h4,completo,4,—,True,meta,306,99,427520,1059289,5635,336,427857,428194,2.884
n5_limite,A*,h4,completo,5,—,True,meta,306,99,427520,1059289,5635,336,427857,428194,2.891
n5_limite,A*,h5,completo,1,—,True,meta,306,99,427520,1059289,7286,336,427857,428194,2.948
n5_limite,A*,h5,completo,2,—,True,meta,306,99,427520,1059289,7286,336,427857,428194,2.860
n5_limite,A*,h5,completo,3,—,True,meta,306,99,427520,1059289,7286,336,427857,428194,2.864
n5_limite,A*,h5,completo,4,—,True,meta,306,99,427520,1059289,7286,336,427857,428194,2.908
n5_limite,A*,h5,completo,5,—,True,meta,306,99,427520,1059289,7286,336,427857,428194,2.901
n5_limite,A*,h6,completo,1,—,True,meta,306,99,426808,1057589,10434,401,427199,427601,3.563
n5_limite,A*,h6,completo,2,—,True,meta,306,99,426808,1057589,10434,401,427199,427601,3.572
n5_limite,A*,h6,completo,3,—,True,meta,306,99,426808,1057589,10434,401,427199,427601,3.557
n5_limite,A*,h6,completo,4,—,True,meta,306,99,426808,1057589,10434,401,427199,427601,3.606
n5_limite,A*,h6,completo,5,—,True,meta,306,99,426808,1057589,10434,401,427199,427601,3.665
n5_limite,A*,hna,completo,1,—,True,meta,306,99,452237,1124135,8484,232,426269,426502,3.205
n5_limite,A*,hna,completo,2,—,True,meta,306,99,452237,1124135,8484,232,426269,426502,3.144
n5_limite,A*,hna,completo,3,—,True,meta,306,99,452237,1124135,8484,232,426269,426502,3.139
n5_limite,A*,hna,completo,4,—,True,meta,306,99,452237,1124135,8484,232,426269,426502,3.170
n5_limite,A*,hna,completo,5,—,True,meta,306,99,452237,1124135,8484,232,426269,426502,3.100
n5_limite,A*,hna4,completo,1,—,True,meta,306,99,1362839,3356326,10682,133,424260,424394,9.780
n5_limite,A*,hna4,completo,2,—,True,meta,306,99,1362839,3356326,10682,133,424260,424394,9.639
n5_limite,A*,hna4,completo,3,—,True,meta,306,99,1362839,3356326,10682,133,424260,424394,9.723
n5_limite,A*,hna4,completo,4,—,True,meta,306,99,1362839,3356326,10682,133,424260,424394,9.757
n5_limite,A*,hna4,completo,5,—,True,meta,306,99,1362839,3356326,10682,133,424260,424394,9.752
